id, score
a032847d65ab42a5bf1cc9341e5bf3da,644.5732328
7d62ff87daac41c4b7cba9f0b6e44949,654.7896104
c24424d1e14c4946986eb7c4942e11d3,619.0980086
a9a54d4f6dcd427bb21f1405d0a19b3a,650.7195211
a3f0b740634e4f759ff2fed8dbd8be49,643.8710271
2bc69cd09dd94353a23f8a6a0c8a1b92,667.8487092
929d138aa8464c33b6469781c13a2060,635.2164166
89b04d5806c44cbc9a6b7e2074c77680,660.3622392
acbff8b81968402c80de8970c5503ca5,639.6310453
48c68242d9064cefaf4998c80f430a70,524.3963174
f8db8c9fe0394b8e8486ff2520c871d3,628.7378474
4d557f5585fd45518813da0974cf9723,646.0847216
32d392a4a4d14fcf9e8e7cae48659ef9,606.5157453
983232a0d6e544ceaf0d3ee214b86a8b,616.9973626
2e461020c63c49b9903cff6908e06012,567.8539422
937f3b8351ec47d18b7672aea4c46670,619.5479129
4706cd70ce0d491794ab4b001a8b0190,552.0762469
87f0af7be19243318eb8d302ad1c968a,596.89057
8cde8fde60c84621b1b13c4b0aff2525,643.3982765
07a8591080aa49fa820ec4ef22d242a9,638.9369794
3eb20f1439c947f3bdce9cf9eb7d991a,596.2711774
8f8671d16e184d3882fa99ce5b6c0d13,621.1749678
7501e1d822644b45929e9569c7add6b7,570.3633555
26de7381574243a0945867bb106709ed,638.2468829
88c4736ede644268b00d888fdb584d86,606.8224173
a04c12455b324e37904b73488d9c4399,647.5639246
9d2bba59a9454c1f853ac63211862617,602.4131695
80aab099ab0a42fd8f3508622d792947,674.6078928
b57f04db12c64ed493ff3f45d9e7bb82,591.8920799
d26b615cadfb42bdbc702653504b4368,588.9596454
ac53f6aa867943ca87c93d34d3ee1d24,618.8198131
24839d837bc243afa341115a8634900d,646.4757713
638dac48c8a84d959683ff95b096c820,584.8207345
4a4bbbea489c486899d06ee51b5d9f62,649.9681461
9cade3a9c03144fd993ecd1f8f1af901,645.7922856
44727a02cd11411db8ca2b1ffd7033e6,648.0530682
97f6b22db2a544cc806ea2473e7a2fd2,650.5586377
3921cb35a00441ae89068c359e21ad54,526.4572894
2471caf3da3c4dd7bfa1581016721f1e,641.3763443
ca7131c70cb84cce847329bd1dc6f1c1,528.6557103
f5e2501364454087bfa266024ace7cdd,617.1063025
20d7578c822e4dab94e9504dda1a3087,650.9716428
7923bb510e5b41318214b793965a13f2,643.8571833
211899ecb6b947e6b944890665c7de74,667.0824155
7a18e3be853b4f7fac8cdbeafa4a65b6,621.0973471
7e1b73d0892b4862895c2ff19214a344,607.9516275
ea70370231204c10a1968e1eeec5ebee,617.2215925
5975a9a746c74526bb95fbfe24943340,620.6187385
635de079464c4aeebea2d0378dec17e4,639.6754995
939aeb87656c48fb9186fffb0134be4e,632.176257
2645f94257474decaa36cbd8e2e44f39,667.1868024
ebd887c3ffa34845a991e1e7a52c5470,611.3947071
8276aed9971d4b3cb190029b4aeccdb3,618.9723459
8b7892587bb64789bd98a4616c600bf2,664.7620114
8afdbd9b9bc94f4eb17080220fe856fd,625.8841682
2630fa2639934c47b2a4cb1b56e2a484,526.0167663
97cad8269a684979b970401f2b7de776,662.3169798
49d8d8ea04354ad99c0aa9dd5dd09536,656.0958436
686f9c16194145209822e0efbee4bd13,620.1824585
95fde0d623f3417d97821a33ac0fc45e,638.2854411
3ef8aff33f6b46a4816b85a42486eab0,673.6542426
30ca9ec3d1c94756a00eec39a58d045c,652.9080834
f603065fcfef4eba992165e2fc007691,651.4349501
5f33b26474d94b1c840d2e829c43f01b,563.6735558
d020bba651804d7f997db9e9a63845dd,655.6051732
3c2dc2e2baf344e497d4dfecc0e8a401,598.1936098
40e2e2c3b89e4ea6a45a6551e90d1532,636.2637863
ce8449605b4b4eba8e7aacf31bd9c442,568.5553197
1c41eb3f572e4d5891e895b335c11dae,664.3854927
03de4235be60478a84263fb0772c9496,616.2026122
cdd69e008d914aa0a2f3a82d03515fb7,620.4743786
f662a4ac02ab4e49ae39799245d4ba61,657.7521551
3c814596968c400a818541dd6897cfb3,643.0966731
2ed796f33862423d8c34250e00993da7,648.2748017
4d7676ce59614480ac53a11819eec9af,652.5788443
621a2c8ef2b9494592906b7d4d2e93aa,569.7006275
f664788feb35480e8bef2af88cc6978d,555.4013871
e51fa2bb923f4ca88e1ca3c0262e8daa,597.2465764
56724ca96e5d46758356de59f531c4fd,655.9670019
71d2759fb7dd4acea617c5ddffdafa0b,586.2320705
6e762fa7e23247c49bb42b93c0a5fffa,622.2147773
fdb990029c00490f8688cb74d985968b,615.6990147
fdb3d6751695423ea91835b22c47643f,547.3066617
21f25f7efc5f40e491f2a99b52ccee34,626.1625666
a4b29418e4af4f8f8d0f339907ad6aaa,577.7967454
0585b024af7542f3b6e6a4fefd3360e3,646.0603292
44740e1e018f4fd9a1c1a3c43681bd3b,610.3681264
c5cbca92fde24276a7d96d9071a5ab3c,636.0852045
345269bf9a42462a9130b37e0a3d38d3,575.2085949
83713ad4de634ebfa37fc52296d74120,665.6494904
99df2ee518654d69aac22f114eeb149a,590.9693384
676cf614e4d5432ea7ac047634215899,612.0155279
fd8a85621d4b42f8bea6e8833024ebdc,595.8476089
dd6e834e6b6b4594ad74c735db560d52,545.8762642
2eb644d5492f4002914a894ef663695c,564.5513828
36c1b614edbf44bbb080ef20277bec16,543.0023456
eb40431e76624bd0aa1a08d48b05466d,639.0723498
ceb2c34a6d274a22ba43405c1f552e85,561.5275525
242b74563cd146a6935c45e3d4630349,620.7278901
7e54cee273174a5fbb64861c3b352b24,613.0638495
3027f4e4ba024163a8f3b49d40783607,619.1418022
a0f4d152ff434c28b0d7a6cc1faa67f0,614.3036762
00b45e3e9cd543e18bd4ea654ddebbc8,567.2035909
aa745c00ffc842e88345118d6926af98,649.7859975
2555bb131f13409ab9fe3c5c03396636,654.3486634
dae2083ba3cb4373966d3db39c9f5434,624.1916104
02344f3c24724ccc965fdf7a9280ada0,528.846169
1f371e1d0b7b4eab8cea8b6e974b73a9,601.8286372
e603825548d443d086cb91f5a52c00df,593.0351728
cd9c88a0d9be47c6821b2ef1d27135ab,628.6817499
7ee8fb74c0594629af0a27bc49b8e93d,662.6378633
5d4eb3a1c12c42328e3bc1620c835cf4,615.6837944
db21bafc2f7341ab98d03ea50faa99e3,661.0121812
704de9b519f6427881a284a929a7f350,599.8219769
628cc74437174074b73f079fa9bede9c,654.5130224
805c9b554f1343e2b1eca807339eb322,633.438811
6e9e426e6b2b49629da8524fc7b4b765,654.6409182
fd7785f9414449b1ae7d3929841a5007,630.6443046
0017ca642aee4a3f84bd4ebe8b07f52c,604.5766371
1c1ff82c0a074dbeb128b3446298c908,653.5167319
0ffbaaf3e1c14143a362454e618866d3,573.3119492
6f7d758b9c664e73bf9833158e0a2f1b,642.1579925
5a8c5d62b5f3484b89cc2ab866fa2490,593.1494369
5d1bb2ff82ab44b08929d3f8476f2bd9,636.5840267
2df6352e70fe457a9e67af5c3d952495,599.4311469
14985f0ea5a44275a2f0c1e837206e59,639.5685691
f5887f22f8ad46f9b9da822d475c643c,656.9564067
82d18f404c6b4b2ea453892779e180d6,665.6439375
289109f28cbd459cbd677fc4c898481d,659.4290924
b50a498c65d74061be5dd0cba2caa6b0,626.4027094
9eb4d89091b04aab90065906af7e4670,610.5508092
8d62cbb5ace64be6b8c6876e6e127f10,507.1024731
642fdc61ab264482a2e7cba74c389803,595.2756303
f522e0ceaba3425999cc3d6b579811d5,626.804547
6bb2b50282134764aecf707f05ffb98e,631.6994983
8b39063132ac40b6bbb54363474fa06c,585.8196038
2cdb0f19388444d399d772b8efd544a3,635.1410396
cf1589b90b0c4d819e02366d88b77a82,661.3243683
41b508f2c2ea4654a84e914df6765cf8,638.5879151
51d2b8c15ec24d4997fdc70632d80b35,628.1637528
cee55951d30445748b2ddb87272d4249,646.1522004
17d68c9b0d7949d98c281aeca0bbf254,644.3207356
be55771d4d5e472d95f186c72b264b1d,558.4672985
a9175a0bf9f34f45b6f4ff133360bb1a,624.5919742
af854dacaacf4e12a7e89bfc1a81a711,641.776663
00a2506d02b94bb881e7308fb73bdf82,593.456087
08867ffefe4f425ca3595bd87c3da1fd,610.9504858
67aeb911167c41e2abaea1a2cf6d3107,646.529827
490b552dd34348f8b8ee76596c5f6a78,633.1130024
a0b3b3381e9248ab84785972c225e38c,599.9632823
9b9797f488664d878630213f0d86f8d0,650.4565176
660c51a74c0d4da2821acaeef5644085,642.3739342
f6a1b46741cc4a63834b10a3fa3ec7aa,615.9903578
6be75d8e55d5469eacc83d445f0bd73f,634.6230221
0aba5f12716c4651a6f427d299fb767f,640.9085439
448fae8e08c6443baeee88647b31b533,622.9830245
9d1beac902cb4e258bcc807d03939ca9,653.7805917
8a33db501fde4393bf398f10e3885054,589.1882917
bcfdb8e1801a4b369966f8d74e10ebc6,593.1143393
398db144bc7e439f8255991553ced25e,605.880596
d829919e265647aebe337a130520b2cc,555.1646473
3bb9133dba2047e09598097430fb5e70,611.4167389
c6e9b7300b214cb081f868134e35387c,624.1988007
b9bacd8cf274467f8340306d0f56d4bf,587.1571302
0c97a817ee734072bc2cdeae7c2f18c7,583.650334
d669670e9cd64c209b245b94dc6b0864,635.2318197
25777c589b774b1abd4a44f922a75aad,596.6160106
e6b440a42c6c4f908fbeeb8f642b977f,562.847658
ed0f824f32cc4074b64a812509f49894,653.9904522
dfc43e25af514801ab5a0205df4929ca,612.3367708
3a1de41de6de4be2aee0b2f530c24692,631.7062561
5263694bf2db48d289912538c605fce7,645.1480526
c0c94738299a4b63b5282f44e1539a07,609.2708531
265ff2541a8f46e1ab67796a1f05af6b,662.842801
ff275a9562b44768bc44776f636a9c7f,574.3047773
4d5856a7853d4bdc8591e972928d447a,596.1115189
9f6db7e871f54fe1ac8e4cbbfaae1d79,595.1889231
7f4f304de76b4ff7bdd1ebeb7dda9a1a,644.0856811
6cc863901595461daef6074d050970ce,592.4645071
913bca88720b42d69ce3d5ff537eb668,551.4356045
397fd19f15e94ad284e5ff70b4b17795,663.0909227
0666bba6ddf14842b308c99a60149a89,645.5720295
42ef7f12256449cfa7372c41fec67b8b,569.3838446
96d602b87f1940c68ffb33f6329d0114,661.6479659
42863a16dfa24b64be4292ca48d0247c,658.2900798
174b15124c684d0190ed0f6f58da21e7,638.2778653
908320973db849d9a5130f4abb1393a9,641.9347092
18d6d5e3f3454d18a03cd9758cd53c19,647.9914382
6de3b6209cf04eada0cd53cd19cd1b5d,597.7376927
92ce2ed6757540898cc88426f5029503,662.3334984
b768f3ffd97a4a5486b0012d45ccdb70,515.6590299
251a54772c214be49728c5eb27680928,635.1847502
9faca44225b54fc19e33a09e603ffec3,618.1773881
5638542ac9ef49f8bd30318f580ba345,578.6196858
c2a18f536e3c44c7bdce125b170234f2,591.7891752
2b80111ac5144ae4b080ee1072243dc2,571.6034059
acf3e93338874b81856c3f22a69ce3bd,664.5118299
ad2b0d05bd744a9b819823149ea4e80f,626.2612175
3e691e74e82742f3842c3db476c27e63,606.946584
1069222216cf41faaaa3f28d178af0df,675.6967766
b1a6db1681f64381a2d7046a0ed37fb2,649.2955015
a7cbb490b8f746f0bc2f3ed891a2fe35,660.7082767
1dac275c510d464e937ca10d1fed7a61,650.5372254
5c82b3aab862468898130deb19c55a0d,635.1468637
2504ebab322549e28b6fed14600f06c3,650.155621
58afe470511642cca00823ec98c61104,546.2972168
34e5920897f04478ae4e37f61f89fe0a,652.7369747
57ae30c4e9e64e04a8617306ead8ab0e,648.4628123
b0e1dcb3e6234b109ae12401b8f1e953,664.9019806
9027eafd1a2b4aa0b839a3ad24985ff6,638.6105231
e8b10ee35d414744acc48d9df9c21d02,631.6181256
8511b007fc2a4588b566f6369579000c,599.201083
9168857ce2804718a63e8aaf8b32b967,650.8692363
7609973af31640b1a14f8d0f6aa91f45,635.7347645
e1875c5a253548f7af731da1226454b5,555.5295482
e141015700ba408190b69245ca470c0c,646.0661455
6eacde52eec34dddb0d9a88575a95cee,639.6099944
fac2e8e7e0554518b69354e0f852ea4e,627.9508455
5d76d691f95646f29221251f6c7e4c02,631.5104013
a440a242090d4397be5dc8b00e364ede,611.3279211
94866801c72a449faf7c891dc88e9c3f,568.4341066
9fef26d19c5e4118be08ca3306696058,650.8061853
8b27a565a10b43c1a0438fb4d69cc53e,603.8236462
1c415bf8cba549bb8058e573c79b39c8,561.6828185
74976c9a9808450f9734c7f15da42370,608.1497532
8f5ef13f083047f58005941dae66b9fd,667.0483592
a2b261adb81b4f489af4277322c95525,591.305088
3588f2d221a342048d2aad86cea8411e,611.582358
902db8194edc457da3a5a4a9eea94103,643.5127756
dbf6ed5afd0248bfbc6acac89ec950b4,642.2980796
c8050552e35b4eb899fb3994ebf8f9d0,547.8704752
c217674e69814bd88ab6fc06ae8d42b3,631.535879
e2fd2d80b39747c9b624427e053308cc,636.1702696
1e6fc0bcdbbf43e5a5ebd2266814076e,648.1924441
0da63aefe6d34054b62505d21f23bc56,662.8488108
83e48800882a4521af631f2fd7292303,591.1727669
18d9c0e6fa67486da47c915f3ec7a73f,608.2490175
0abca69c3fa54ce49f9acfe6f687109d,636.119565
a394642e5c9d498e969739a1fe141e81,647.2987712
0b6dd16ceea9478886771afbbc5d835f,508.6046349
f2a32422e75b48e786e07f6fb155bd7d,617.847485
bffb256e4d5e4eec889f62fd70a54068,555.9849251
d1122505cd094a15aad5d49c192d8b68,533.3831126
f18b0a44574a4791ba433fa04bef301b,604.6453212
dbde75f043504c35b0bc78c6a4013234,644.0916654
17940cd6c30041ce81d32f4bc06e408d,642.533193
614e218c6b0742259d99d382cb03e762,645.3841466
3913af9d058c4c35b6b9075e6f8210b1,670.366283
8d10ba5cf6d347d1b78eb967f231483d,637.21284
f7c863e6cac8414f957e8b0d90446413,663.4927064
5e5ff7dc640f4362ac4599cf0a3cad01,579.7926483
4d23d6337c574c7dbf7eaef5b0f0590a,652.8797517
37c51d3790a048c38e0a6a18fd962919,649.4995293
362cc9f9bb9748d8890a933dbc99eef4,600.0100305
03e7748e56e44ff68a69c5bcd28c4909,589.6368041
8a2e71b9e6bf49a89b4e930b608ef7c8,657.66495
323d97c06c464e72a4d88853d1ec15d5,633.3825734
ab616213be21419a827f8d9b23f32319,598.195202
d7b5d55383564be3ba28735ea4f8e31f,595.6830589
13bcd524ef4a4403a305c9cd69d21003,647.4309163
dd3ecdcc33e9469a82681ceff535f372,567.8941947
315adfa9ccdc435a8f974fb15fd63e8c,678.1530493
2ddfdd692f5e406d94f864d0fd3e8849,633.3338915
45b9d7efa74840869964a9bf229d235d,639.0781225
cb949ca6c08540648b0e287f191996e6,661.2099512
34738fadf866427982c00dfa928dc2d7,581.8462623
a18d0aa97f8840ee9747216b45e80a37,527.1790656
91b14509be5d4e0b86d93f003cb4bab6,625.4437638
c7fef42c5edb44c19bccae917e06426b,666.2277793
4b6294e5c0434641866a01e1f70ab519,616.8158222
e1f9e75fb57045edb05cebad5fd76d69,592.199534
e0b7b88a93f6435b9741eb0ce9fb4b99,563.632062
295447a5e87343e3bb664338c6be2248,575.7280975
9c9a8f9ab81349e2b1c9967e28c03e57,643.7082886
e17eab6f9cb54de7a4212c05d0ee037f,637.6678917
76b1794cf5194bba99798826a0db7bf3,648.9177965
b451e1ffa2c3412f9c466bb163ff40c9,613.9896869
04c59e3b4df247079f7b076ba15e3297,633.8211544
8940da5606a14ad59845dab27d68d0d4,655.0310682
66c7c011e4624b809809df68917edfce,639.4092975
d0cd1d7f39964d639379a1f90740b198,521.747684
9ac0045abaf040bcb7de1d3634c89fab,611.6546515
5ab312120fc348ca849df95db1539730,621.1852466
f32b94b9100b449d895cb2e7465ca342,594.8970282
6b61a744854a44ec914d2e655f8acdc7,653.5190373
b4aa725b069f4bb3afec1e354a2b726d,622.5025952
2df1538395e448a69b41e61115b5cd06,631.492493
4c62bdc8fcce4c78a0eff84ae56dc109,657.6744828
6185079bd8a5402290b9963642bf9ca8,582.0931374
51090c14b4054e86b9b6f22edddfd983,662.5798399
5bfd6a353ec84e2289129a2ed5513d29,614.1028284
b8a703db2c7c44aa846a237782367fa5,582.2969808
ffdc5effdad54a28929941f5987858a8,636.7398243
a1b568e5f1ea49519cb03bf9150b7845,660.7032431
1a912f48dd6c46a191de0204ed067c49,553.8232022
f9da6cff48b1469badcc0342ce3db3b6,605.013739
ae7dfc73933c4f0b89a538341f1cf24a,633.4492728
d2ac0530efe141c78061a7a1aa96a0cd,666.2506707
23f2f257067744ec81cf1574bc88513f,649.2401069
03a1c4395aaf4247896a8e1dc1baa54c,630.5826479
fb74af12069640c0a495fb8880d56718,605.1419726
9153c3cdb84846d2be063abf158a08f3,668.8603241
9cb55579bab9449aa114f62be1bcd151,589.8042273
dbd9246af19c45369addf94fefbb4a76,539.9345535
0206ca7ebb5148ce81140facf499f9f0,621.9936461
501056155d874c7fa50756cb2eee8c32,602.2388578
d5f4fdfe6dc244c98fcfcdfbf1d25da9,617.4209736
a95123d162ce47bebca63b5f56d953bd,636.8376749
b58878ef880e42a89b765c4d71bbc703,597.0722442
f62ee2b2e4054545bee1c954a27fc031,613.4094947
31ab6b08dda147dfa3e888845a056afd,660.260773
647013593e004f2a99d00f45ab8e061b,577.1313094
9be84f5653d14b65900ebf6eec1f56e9,647.6735159
363193943ffd4814a36fa3e3bdce11ec,654.8628344
32edee3f842548ddb3b261b950cb71a9,670.1666535
203dbbed191646278ba0df9d8dc0ad9f,669.1174052
fffa606175944762a9466cd2ec4b5e9a,660.8305635
7ed172e956864b94ac5a3a492ada4f34,630.7109298
073a7f538c5348e48b1bc843add7da9d,554.584378
fec5d4bddd184210a1a9de6ed3c107de,623.3531552
2904e8a777e1484ab21260049c7e6a68,620.3985471
d316aecd6d874d8d809070ce0d4365f6,635.6233376
a91ffdac45524fcb9d91a712739dad2f,632.99575
f4b28f09b04542799fdbad75a459559a,569.9610773
e216bd9242c545b7bf3760f94efb19b2,661.4285146
eeb05e88750b42b4b89963ae4106573e,657.2078797
546387c8e71044bbbdfb20e501931c05,658.6990136
0c5491455b034006ad2cc47af3e8d115,646.5298974
932740fce73c4bfea6938a94144d3690,643.1913173
ddaf77b7c77341e1a10983afff7b47df,631.0689855
24299b7b6abe4a57b9d2fed16c9182f7,580.9811913
5bcdbbceaa3444c6899a5cc47154dbd9,609.4756318
13c709b4799141fd868c913d1174a8f1,615.3879676
72f9db3dd96e4e4891260bffa28b2461,644.1885797
e14fd5da5d6843b7af697924927d56ce,628.4837624
8b010c007fbd47fa80c73d0d89615fd7,596.2322774
e95a0019fbc34e6b9f36935c20e208fc,595.6427336
a7e5599fc13c4a6f8cbb25c6df04176d,583.0065495
664792540c9745f3a03fcc52c45e3f1a,596.7495221
df66f66dab394710a23529729ecef88a,624.1235492
60edf2e7c8be4e51902d6791abca3f17,567.7216347
9191716a155c4b539b1f9900bda483ef,651.054749
9520c46393714fc7a3f3fa3d6779cbf7,659.6783458
680ccb6290c74cefa430152859a58c96,603.8378138
e82ce419488442418663ccba898a32e9,552.601091
dfac935b927145dc9953e058b97b246e,649.3789093
0aab17f6d96a4dbda9cd14b18654db5d,638.9785198
0e78b251d7d34e498bd3b9e05cf58cce,630.6820961
84b0cb259cae4634ba516d8a52a660eb,665.8356301
816a0371648d414f8bac659db8a607af,656.3706391
f73b8d7b99d34b66a7298b2f5753cc3e,656.8510475
d67d02c8f732474190f27c3f4ca18848,611.825963
a7dee36eb37d47978c1191785d3d3a7a,640.0931339
7ad6b793f03f495c8ae920aa771d7406,585.5554585
40b62bb3f0474b4cb1679dac2ac6a6a9,592.292932
1a48b3647fb44162a6babebc6349b88c,650.3942003
e8e70415a917444bb09fd197bb21acca,551.5214294
7337b5ad522d48cb83ccb3040715bb53,618.6220051
ea9ba76d302a4686a6f086758501cfbb,566.2518512
07d0e311616943d9903be59093f30dbf,643.4519409
63b7101ef06f4b7e8da4b88394e3658d,587.2996827
6af58a85e011450ba57edf7a494044b1,652.4313825
d7d7af2305734b82b2c6f4a225565e60,579.8272367
759bdb253a47490d8d20f989162864a1,654.0425501
bd75315bf7174db2b061aa991f30c349,652.2349439
14cd617e2100402da348c7718e9ed3a9,600.7370964
d40b7be27b004fe9aa642565265975e4,594.176375
27c36ce98f0e4d019271968cbf9c2cba,617.7836898
19e3fa1a58ca45699cdd321ea6ffd1c0,620.6476919
6b5a518b8d1f409499f67884e2ee12ca,530.2997439
fd4ff8a1972a4a629ae0671a3d495969,519.1488083
dc04952f89174d41b18d6fd48cef5384,630.7788576
5bb6221190314caba6fecfb70047aa11,648.1163222
45a954fc0cf74ee285a2ad2a984f7bf4,624.9149035
a3a8071a127a478abe22abeff8af6db9,633.0172567
8c7bf95753b84d36be09d9df20e8d760,610.4266123
53c2352ff4374b76856f29b34b39ebe8,637.714792
ecbf2562a0b84a5987217e4708127eae,631.7323269
796a4a5c841449e0b24e1391b28c0151,611.5151692
2d135bc2021b4c7594a3eac878cc64b5,568.5241195
